V1,V2
CGND-HRA-02704,41151444
CGND-HRA-02705,43574283
CGND-HRA-02706,37483771
CGND-HRA-02707,43230413
CGND-HRA-02708,38749113
CGND-HRA-02709,45536697
CGND-HRA-02710,42978746
CGND-HRA-02711,47461164
CGND-HRA-02712,37992940
CGND-HRA-02713,43812650
CGND-HRA-02714,36294192
CGND-HRA-02715,48570797
CGND-HRA-02716,41164415
CGND-HRA-02717,43944872
CGND-HRA-02718,43943180
CGND-HRA-02719,38192357
CGND-HRA-02720,41829913
CGND-HRA-02721,38130381
CGND-HRA-02722,38964471
CGND-HRA-02723,36798373
CGND-HRA-02724,43862721
CGND-HRA-02725-2,33898422
CGND-HRA-02726,38318400
CGND-HRA-02727,41759943
CGND-HRA-02733,41195423
CGND-HRA-02734,48227961
CGND-HRA-02735,37624001
CGND-HRA-02736,40054956
CGND-HRA-02737,44934436
CGND-HRA-02738,37740544
CGND-HRA-02739,43906899
CGND-HRA-02740,40490150
CGND-HRA-02741,49115157
CGND-HRA-02742,45604430
CGND-HRA-02744,38154033
CGND-HRA-02745,40500734
CGND-HRA-02746,34929824
CGND-HRA-02747,43549463
CGND-HRA-02748,31104094
CGND-HRA-02749,40531692
CGND-HRA-02750,43578201
CGND-HRA-02751,45047113
CGND-HRA-02752,49853562
CGND-HRA-02753,46963285
CGND-HRA-02754,42015292
CGND-HRA-02755,43409605
CGND-HRA-02756,39691405
CGND-HRA-02757,45440665
CGND-HRA-02758,51320698
CGND-HRA-02759,51201036
CGND-HRA-02760,41828553
CGND-HRA-02761,45067675
CGND-HRA-02762,36122872
CGND-HRA-02763,40621266
CGND-HRA-02764,32933042
CGND-HRA-02765,40888723
CGND-HRA-02766,50598294
CGND-HRA-02792,40858882
CGND-HRA-02793,52144147
CGND-HRA-02794,48731106
CGND-HRA-02795,39216716
CGND-HRA-02796,38410223
CGND-HRA-02797,49398334
CGND-HRA-02798,43487368
CGND-HRA-02799,34581310
CGND-HRA-02800,40062012
CGND-HRA-02801,38876389
CGND-HRA-02802,37871898
CGND-HRA-02803,38783073
CGND-HRA-02804,46881531
CGND-HRA-02805,42460904
CGND-HRA-02806,44983033
CGND-HRA-02808,46608255
CGND-HRA-02809,41582115
CGND-HRA-02810,37121887
CGND-HRA-02811,53938062
CGND-HRA-02812,40398723
CGND-HRA-02813,40050514
CGND-HRA-02814,35859627
CGND-HRA-02815,54103262
CGND-HRA-02816,39641952
CGND-HRA-02817,38473396
CGND-HRA-02818,48167378
CGND-HRA-02819,45839215
CGND-HRA-02820,36803068
CGND-HRA-02821,43907810
CGND-HRA-02822,45856830
CGND-HRA-02823,44044403
CGND-HRA-02824,33981134
CGND-HRA-02825,47282635
CGND-HRA-02826,37579002
CGND-HRA-02827,40122352
CGND-HRA-02828,51216962
CGND-HRA-02829,41988980
CGND-HRA-02830,41689207
CGND-HRA-02831,37955513
CGND-HRA-02832,47184441
CGND-HRA-02833,38654389
CGND-HRA-02834,66189861
CGND-HRA-02835,33087214
CGND-HRA-02836,37344027
CGND-HRA-02837,49602627
CGND-HRA-02838,40391197
CGND-HRA-02839,47774691
CGND-HRA-02840,43123212
CGND-HRA-02841,46337985
CGND-HRA-02842,40985461
CGND-HRA-02843,47875223
CGND-HRA-02844,57700642
CGND-HRA-02845,53587216
CGND-HRA-02846,56340583
CGND-HRA-02847,36871073
CGND-HRA-02848,48143239
CGND-HRA-02849,51720961
CGND-HRA-02850,39519215
CGND-HRA-02851,40043453
CGND-HRA-02852,42760361
CGND-HRA-02853,53678561
CGND-HRA-02854,38898591
CGND-HRA-02855,42506490
CGND-HRA-02856,45884153
CGND-HRA-02857,40348230
CGND-HRA-02858,52961931
CGND-HRA-02859,45021643
CGND-HRA-02860,48750523
CGND-HRA-02861,50294147
CGND-HRA-02862,60438681
CGND-HRA-02863,46106092
CGND-HRA-02864,37760059
CGND-HRA-02865,48703416
CGND-HRA-02866,47547186
CGND-HRA-02868,49672373
CGND-HRA-02869,37907347
CGND-HRA-02870,40955331
CGND-HRA-02871,39651244
CGND-HRA-02872,44452865
CGND-HRA-02873,54201453
CGND-HRA-02874,38849054
CGND-HRA-02875,49781899
CGND-HRA-02876,56223546
CGND-HRA-02877,37984587
CGND-HRA-02878,44859229
CGND-HRA-02879,60489194
CGND-HRA-02880,40293625
CGND-HRA-02881,47835540
CGND-HRA-02882,55909601
CGND-HRA-02883,49138036
CGND-HRA-02884,46635728
CGND-HRA-02885,47940517
CGND-HRA-02886,34532872
CGND-HRA-02887,48829180
CGND-HRA-02889,46680566
CGND-HRA-02891,43033252
CGND-HRA-02892,49223178
CGND-HRA-02893,35567388
CGND-HRA-02894,45604769
CGND-HRA-02895,37446764
CGND-HRA-02896,38981786
CGND-HRA-02898,50803829
CGND-HRA-02900,51317917
CGND-HRA-02901,33444319
CGND-HRA-02902,43015270
CGND-HRA-02905,43046522
CGND-HRA-02906,38744407
CGND-HRA-02907,45784490
CGND-HRA-02908,51754113
CGND-HRA-02909,57007082
CGND-HRA-02910,37469451
CGND-HRA-02912,35809290
CGND-HRA-02913,45253107
CGND-HRA-02914,46057485
CGND-HRA-02915,41075839
CGND-HRA-02919,29652891
CGND-HRA-02921,28097951
CGND-HRA-02922,30629625
CGND-HRA-02923,36519152
CGND-HRA-02924,37031362
CGND-HRA-02925,28044077
CGND-HRA-02926,32747856
CGND-HRA-02927,30977666
CGND-HRA-02928,33203673
CGND-HRA-02929,33042932
CGND-HRA-02930,35129226
CGND-HRA-02931,33590294
CGND-HRA-02932,36595739
CGND-HRA-02933,27145217
CGND-HRA-02934,31837553
CGND-HRA-02935,29652695
CGND-HRA-02936,33118921
CGND-HRA-02937,27964845
CGND-HRA-02939,37174177
CGND-HRA-02940,30829628
CGND-HRA-02941,46097634
CGND-HRA-02942,33941753
CGND-HRA-02943,36028885
CGND-HRA-02944,26745270
CGND-HRA-02945,33622345
CGND-HRA-02946,40064994
CGND-HRA-02947,34105343
CGND-HRA-02948,28542061
CGND-HRA-02949,34852307
CGND-HRA-02951,25768896
CGND-HRA-02952,29924814
CGND-HRA-02953,32236043
CGND-HRA-02954,27322421
CGND-HRA-02955,40745329
CGND-HRA-02956,45549256
CGND-HRA-02957,32049999
CGND-HRA-02958,31463804
CGND-HRA-02959,40962235
CGND-HRA-02960,39440144
CGND-HRA-02961,29888693
CGND-HRA-02962,22812205
CGND-HRA-02963,31753799
CGND-HRA-02964,27139453
CGND-HRA-02965,39693480
CGND-HRA-02967,32136605
CGND-HRA-02968,37833836
CGND-HRA-02969,36345723
CGND-HRA-02971,23366391
CGND-HRA-02972,15626880
CGND-HRA-02974,30675899
CGND-HRA-02976,33384969
CGND-HRA-02977,42242282
CGND-HRA-02978,45334213
CGND-HRA-02980,33392116
CGND-HRA-02981,34002297
CGND-HRA-02982,31875885
CGND-HRA-02983,25783940
CGND-HRA-02984,36431296
CGND-HRA-02985,32371252
CGND-HRA-02986,37172492
CGND-HRA-02987,38989547
CGND-HRA-02988,33262689
CGND-HRA-02989,32550799
CGND-HRA-02990,31871875
CGND-HRA-02991,29842591
CGND-HRA-02994,35224349
CGND-HRA-02996,40708535
CGND-HRA-02997,27096437
CGND-HRA-02998,30485096
CGND-HRA-03000,30115288
CGND-HRA-03001,31486508
CGND-HRA-03002,38224097
CGND-HRA-03003,42427301
CGND-HRA-03004,34731767
CGND-HRA-03005,42318970
CGND-HRA-03006,34912041
CGND-HRA-03007,31429661
CGND-HRA-03008,36106943
CGND-HRA-03009,38699254
CGND-HRA-03010,38517748
CGND-HRA-03011,37947803
CGND-HRA-03012,33391784
CGND-HRA-03013,37181049
CGND-HRA-03014,36046102
CGND-HRA-03015,34850293
CGND-HRA-03016,41547948
CGND-HRA-03017,36690259
CGND-HRA-03018,36296410
CGND-HRA-03019,37687377
CGND-HRA-03020,38976873
CGND-HRA-03021,35191897
CGND-HRA-03022,40794482
CGND-HRA-03023,35830983
CGND-HRA-03024,34030869
CGND-HRA-03025,26490049
CGND-HRA-03026,38454757
CGND-HRA-03027,33588993
CGND-HRA-03028,39093149
CGND-HRA-03029,40410004
CGND-HRA-03030,35470791
CGND-HRA-03031,54480412
CGND-HRA-03032,34210978
CGND-HRA-03033,41945196
CGND-HRA-03034,30689689
CGND-HRA-03035,40077082
CGND-HRA-03036,37937231
CGND-HRA-03037,45046655
CGND-HRA-03038,40651684
CGND-HRA-03039,36642088
CGND-HRA-03040,36923025
CGND-HRA-03041,42173149
CGND-HRA-03042,34684743
CGND-HRA-03043,36388860
CGND-HRA-03044,27073251
CGND-HRA-03045,39505718
CGND-HRA-03046,37370099
CGND-HRA-03047,46971689
CGND-HRA-03048,33370999
CGND-HRA-03049,36552367
CGND-HRA-03050,33584134
CGND-HRA-03051,43225468
CGND-HRA-03052,27684154
CGND-HRA-03053,40230876
CGND-HRA-03054,36421308
CGND-HRA-03055,40624992
CGND-HRA-03057,42793530
CGND-HRA-03058,38294284
CGND-HRA-03059,46079114
CGND-HRA-03060,30804819
CGND-HRA-03061,37083170
CGND-HRA-03062,33521302
CGND-HRA-03063,49276972
CGND-HRA-03064,34739704
CGND-HRA-03065,36798673
CGND-HRA-03066,40729463
CGND-HRA-03067,35631185
CGND-HRA-03068,42282664
CGND-HRA-03069,37219832
CGND-HRA-03070,40165135
CGND-HRA-03072,38779296
CGND-HRA-03073,38349771
CGND-HRA-03074,35655158
CGND-HRA-03075,42505455
CGND-HRA-03076,35728882
CGND-HRA-03107,33601102
CGND-HRA-03109,43766281
CGND-HRA-03113,38178784
CGND-HRA-03114,41848401
CGND-HRA-03115,40164422
CGND-HRA-03116,44085314
CGND-HRA-03117,47996238
CGND-HRA-03122,36122590
CGND-HRA-03130,39891143
CGND-HRA-03135,33728199
CGND-HRA-03136,38966861
CGND-HRA-03139,45943129
CGND-HRA-03140,35749601
CGND-HRA-1767-1,39277901
CGND-HRA-1927-1,35753295
CGND-HRA-1930-1,39952219
CGND-HRA-1941-1,46857788
CGND-HRA-1957-1,40622805
EC03-v2-2-grch38,29318852
EC08-v2-2-grch38,42388317
EC09-v2-2-grch38,29282304
EC10-v2-2-grch38,41532684
EC11-v2-2-grch38,30524893
EC13-v2-2-grch38,36631223
EC16-v2-2-grch38,29533876
EC19-v2-2-grch38,31352343
EC21-v2-2-grch38,30145502
EC22-internal-k-v2-2-grch38,29953685
EC24-v2-2-grch38,34889223
EC34-internal-k-v2-2-grch38,35000373
EC40-v2-2-grch38,31998665
EC42-C9-v2-2-grch38,39899626
EC43-v2-2-grch38,42811120
EC47-v2-2-grch38,36987020
EC48-v2-2-grch38,37792705
EC49-v2-2-grch38,45524805
EC50-v2-2-grch38,20146607
EC51-v2-2-grch38,22788261
CGND-HRA-00013-v2-2-grch38,49960790
CGND-HRA-00015-v2-2-grch38,39252028
CGND-HRA-00017-v2-2-grch38,44468192
CGND-HRA-00018-v2-2-grch38,24553330
CGND-HRA-00019-v2-2-grch38,38972469
CGND-HRA-00022-v2-2-grch38,42560934
CGND-HRA-00027-v2-2-grch38,43913383
CGND-HRA-00028-v2-2-grch38,44763542
CGND-HRA-00029-v2-2-grch38,46918362
CGND-HRA-00031-v2-2-grch38,27369474
CGND-HRA-00032-v2-2-grch38,41428831
CGND-HRA-00034-v2-2-grch38,56307804
CGND-HRA-00036-v2-2-grch38,45707707
CGND-HRA-00041-v2-2-grch38,54726770
CGND-HRA-00042-v2-2-grch38,34201957
CGND-HRA-00043-v2-2-grch38,42483526
CGND-HRA-00045-v2-2-grch38,33179905
CGND-HRA-00046-v2-2-grch38,60572309
CGND-HRA-00047-v2-2-grch38,61953808
CGND-HRA-00048-v2-2-grch38,51135375
CGND-HRA-00050-v2-2-grch38,36571680
CGND-HRA-00055-v2-2-grch38,58183701
CGND-HRA-01288-2-v2-2-grch38,41945863
CGND-HRA-03001,31486508
CGND-HRA-03002,38224097
CGND-HRA-03003,42427301
CGND-HRA-03135,33728199
CGND-HRA-03136,38966861
